Title,Product Number,Image,Size,Packaging,Inner Price,Case Price,UPC,Availability,Description,Features
"Artificial Hydrangea Mat 24"" - White",25-0319WH,https://portofino.azureedge.net/25-0319WH.jpg,"16"" x 24"" x 1½""",12EA/INNER / 12EA/CASE,$9.75 EA,$8.75 EA,745910697796,40 Cases and 0 Inner,"ThisFlower mat is fastened to a flexible plastic base, making it easy to be able to wire a few together to create backdrops and runners for any event.","['Made of plastic', '16 x 24 x 1½""', '1 piece']"
"Jumbo Rose 42½"" - Pink",25-0427PK,https://portofino.azureedge.net/25-0427PK.jpg,"12"" x 42½""",12EA/INNER / 12EA/CASE,$7.50 EA,$7.50 EA,745910717098,11 Cases and 0 Inner,,
"Jumbo Rose 42½"" - Red",25-0427RD,https://portofino.azureedge.net/25-0427RD.jpg,"12"" x 42½""",12EA/INNER / 12EA/CASE,$7.50 EA,$7.50 EA,745910717081,28 Cases and 0 Inner,,
"Jumbo Rose 42½"" - White",25-0427WH,https://portofino.azureedge.net/25-0427WH.jpg,"12"" x 42½""",12EA/INNER / 12EA/CASE,$7.50 EA,$7.50 EA,745910717074,6 Cases and 0 Inner,,
Artificial Flower - White,25-0448WH,https://portofino.azureedge.net/25-0448WH.jpg,"38½""",16EA/INNER / 64EA/CASE,$6.95 EA,$6.50 EA,745910717784,3 Cases and 0 Inner,,
Artificial Peony Bouquet,25-0488WH,https://portofino.azureedge.net/25-0488WH.jpg,"22""",12EA/INNER / 24EA/CASE,$6.95 EA,$6.50 EA,745910719580,4 Cases and 1 Inner,,
Artificial Flower Bouquet,25-0404BH,https://portofino.azureedge.net/25-0404BH.jpg,"22½""",12EA/INNER / 48EA/CASE,$6.95 EA,$6.50 EA,745910715056,6 Cases and 1 Inner,,
Artificial Flower Bouquet,25-0404IV,https://portofino.azureedge.net/25-0404IV.jpg,"22½""",12EA/INNER / 48EA/CASE,$6.95 EA,$6.50 EA,745910715049,7 Cases and 1 Inner,,
Artificial Flower Bouquet,25-0404LPK,https://portofino.azureedge.net/25-0404LPK.jpg,"22½""",12EA/INNER / 48EA/CASE,$6.95 EA,$6.50 EA,745910715001,6 Cases and 2 Inners,,
Artificial Flower Bouquet,25-0404PE,https://portofino.azureedge.net/25-0404PE.jpg,"22½""",12EA/INNER / 48EA/CASE,$6.95 EA,$6.50 EA,745910715025,3 Cases and 3 Inners,,
Artificial Flower Bouquet,25-0404PK,https://portofino.azureedge.net/25-0404PK.jpg,"22½""",12EA/INNER / 48EA/CASE,$6.95 EA,$6.50 EA,745910715018,5 Cases and 0 Inner,,
Artificial Flower Bouquet,25-0404WH,https://portofino.azureedge.net/25-0404WH.jpg,"22½""",12EA/INNER / 48EA/CASE,$6.95 EA,$6.50 EA,745910715032,10 Cases and 3 Inners,,
Artificial Flower Mat - White,25-0476WH,https://portofino.azureedge.net/25-0476WH.jpg,"16"" x 24"" x 1½""",12EA/INNER / 12EA/CASE,$6.75 EA,$6.75 EA,745910719221,29 Cases and 0 Inner,"ThisFlower mat is fastened to a flexible plastic base, making it easy to be able to wire a few together to create backdrops and runners for any event.","['Made of plastic', '16 x 24 x 1½""', '1 piece']"
Artificial Flower Mat - Ivory,25-0476IV,https://portofino.azureedge.net/25-0476IV.jpg,"16"" x 24"" x 1½""",12EA/INNER / 12EA/CASE,$6.75 EA,$6.75 EA,745910719238,Please contact us for availability.,"ThisFlower mat is fastened to a flexible plastic base, making it easy to be able to wire a few together to create backdrops and runners for any event.","['Made of plastic', '16 x 24 x 1½""', '1 piece']"
Artificial Deluxe Elegant Rose Bundle - Fuchsia/Pink,25-0272FSPK,https://portofino.azureedge.net/25-0272FSPK.jpg,"21½"",    7 FLWRS",6EA/INNER / 60EA/CASE,$6.50 EA,$5.95 EA,745721060727,2 Cases and 4 Inners,"Get artificial wedding flowers like this adorable, faux rose spray in Fuchsia/Pink. These beautiful roses will add an elegant look to DIY bridal bouquets and home decor arrangements alike!",
Artificial Deluxe Elegant Rose Bundle - Ivory/Pink,25-0272IVPK,https://portofino.azureedge.net/25-0272IVPK.jpg,"21½"",    7 FLWRS",6EA/INNER / 60EA/CASE,$6.50 EA,$5.95 EA,745721060734,2 Cases and 5 Inners,"Get white artificial wedding flowers like this adorable, faux rose spray in Ivory/Pink. These beautiful roses will add an elegant look to DIY bridal bouquets and home decor arrangements alike!",
Artificial Deluxe Elegant Rose Bundle - Lavender/Peach,25-0272LAPE,https://portofino.azureedge.net/25-0272LAPE.jpg,"21½"",    7 FLWRS",6EA/INNER / 60EA/CASE,$6.50 EA,$5.95 EA,745721060741,1 Case and 7 Inners,"Get artificial wedding flowers like this adorable, faux rose spray in Lavender/Pink. These beautiful roses will add an elegant look to DIY bridal bouquets and home decor arrangements alike!",
Artificial Deluxe Elegant Rose Bundle - Cream,25-0272CR,https://portofino.azureedge.net/25-0272CR.jpg,"21½"",    7 FLWRS",6EA/INNER / 60EA/CASE,$6.50 EA,$5.95 EA,745721060710,Please contact us for availability.,"Get artificial wedding flowers like this adorable, faux rose spray in Cream. These beautiful cream roses will add an elegant look to DIY bridal bouquets and home decor arrangements alike!",
Artificial Mixed Flower Bouquet,25-0412WH,https://portofino.azureedge.net/25-0412WH.jpg,"8"" x 22""",12EA/INNER / 36EA/CASE,$5.95 EA,$5.50 EA,745910715186,43 Cases and 1 Inner,,
Artificial Flower Branch,25-0415BH,https://portofino.azureedge.net/25-0415BH.jpg,"55""",12EA/INNER / 36EA/CASE,$5.95 EA,$5.50 EA,745910715315,8 Cases and 2 Inners,,
Artificial Flower Branch,25-0415BL,https://portofino.azureedge.net/25-0415BL.jpg,"55""",12EA/INNER / 36EA/CASE,$5.95 EA,$5.50 EA,745910715322,3 Cases and 0 Inner,,
Artificial Flower Branch,25-0415IV,https://portofino.azureedge.net/25-0415IV.jpg,"55""",12EA/INNER / 36EA/CASE,$5.95 EA,$5.50 EA,745910715278,1 Case and 2 Inners,,
Artificial Flower Branch,25-0415PE,https://portofino.azureedge.net/25-0415PE.jpg,"55""",12EA/INNER / 36EA/CASE,$5.95 EA,$5.50 EA,745910715308,6 Cases and 2 Inners,,
Artificial Flower Branch,25-0415WH,https://portofino.azureedge.net/25-0415WH.jpg,"55""",12EA/INNER / 36EA/CASE,$5.95 EA,$5.50 EA,745910715261,17 Cases and 0 Inner,,
"Artificial Rose Bud Bouquet 18"" -  Pink",25-0250PK,https://portofino.azureedge.net/25-0250PK.jpg,"12"" X 18""",24EA/INNER / 72EA/CASE,$5.95 EA,$5.50 EA,745721055327,0 Case and 2 Inners,"Get artificial wedding flowers like this adorable, faux rose spray in Ivory. These beautiful roses will add an elegant look to DIY bridal bouquets and home decor arrangements alike!",
"Artificial Cabbage Rose 20"" - Blush",25-0251BH,https://portofino.azureedge.net/25-0251BH.jpg,"16"" x 20"",  7 FLWRS",24EA/INNER / 96EA/CASE,$5.95 EA,$5.50 EA,745910721828,9 Cases and 1 Inner,"Get artificial wedding flowers like this adorable, faux cabbage rose spray in Ivory. These beautiful roses will add an elegant look to DIY bridal bouquets and home decor arrangements alike!",
"Artificial Cabbage Rose 20"" - Champagne",25-0251CH,https://portofino.azureedge.net/25-0251CH.jpg,"16"" x 20"",  7 FLWRS",24EA/INNER / 96EA/CASE,$5.95 EA,$5.50 EA,745910721835,13 Cases and 1 Inner,"Get artificial wedding flowers like this adorable, faux cabbage rose spray in Ivory. These beautiful roses will add an elegant look to DIY bridal bouquets and home decor arrangements alike!",
"Artificial Cabbage Rose 20""- Ivory",25-0251IV,https://portofino.azureedge.net/25-0251IV.jpg,"16"" x 20"",  7 FLWRS",24EA/INNER / 96EA/CASE,$5.95 EA,$5.50 EA,745721055334,2 Cases and 0 Inner,"Get artificial wedding flowers like this adorable, faux cabbage rose spray in Ivory. These beautiful roses will add an elegant look to DIY bridal bouquets and home decor arrangements alike!",
Artificial Flower - Blush,25-0444BH,https://portofino.azureedge.net/25-0444BH.jpg,"43""",18EA/INNER / 108EA/CASE,$5.95 EA,$5.50 EA,745910717739,2 Cases and 4 Inners,,
Artificial Dahlia Bouquet - Blush,25-0489BH,https://portofino.azureedge.net/25-0489BH.jpg,"18½""",36EA/INNER / 72EA/CASE,$5.95 EA,$5.50 EA,745910719597,18 Cases and 0 Inner,,
Artificial Dahlia Bouquet - Pink,25-0489PK,https://portofino.azureedge.net/25-0489PK.jpg,"18½""",36EA/INNER / 72EA/CASE,$5.95 EA,$5.50 EA,745910719610,7 Cases and 0 Inner,,
Artificial Dahlia Bouquet - White,25-0489WH,https://portofino.azureedge.net/25-0489WH.jpg,"18½""",36EA/INNER / 72EA/CASE,$5.95 EA,$5.50 EA,745910719603,21 Cases and 1 Inner,,
Artificial Rose Branch - Pink,25-0344PK,https://portofino.azureedge.net/25-0344PK.jpg,"10 x 18¼""",12EA/INNER / 72EA/CASE,$5.95 EA,$5.50 EA,745910701868,9 Cases and 0 Inner,WARNING: CHOKING HAZARD item contains small parts. Not for children under 3 years,
Artificial Rose Branch - White,25-0344WH,https://portofino.azureedge.net/25-0344WH.jpg,"10 x 18¼""",12EA/INNER / 72EA/CASE,$5.95 EA,$5.50 EA,745910701851,4 Cases and 1 Inner,WARNING: CHOKING HAZARD item contains small parts. Not for children under 3 years,
"Phalaenopsis Faux Orchid Spray 50"" - Pink",25-0233PK,https://portofino.azureedge.net/25-0233PK.jpg,"50""",12EA/INNER / 72EA/CASE,$5.95 EA,$5.50 EA,745721062172,1 Case and 3 Inners,"Place these in a vase and you will have an instant beautiful arrangement! Use them to decorate your ceremony or reception and keep them forever... You can also make your own bouquets, centerpieces, mix them with real flowers or fillers and nobody will be able to tell!",
"Phalaenopsis Faux Orchid Spray 50"" - Plum",25-0233PL,https://portofino.azureedge.net/25-0233PL.jpg,"50""",12EA/INNER / 72EA/CASE,$5.95 EA,$5.50 EA,745721062202,2 Cases and 0 Inner,"Place these in a vase and you will have an instant beautiful arrangement! Use them to decorate your ceremony or reception and keep them forever... You can also make your own bouquets, centerpieces, mix them with real flowers or fillers and nobody will be able to tell!",
"Phalaenopsis Faux Orchid Spray 50"" - Purple",25-0233PU,https://portofino.azureedge.net/25-0233PU.jpg,"50""",12EA/INNER / 72EA/CASE,$5.95 EA,$5.50 EA,745721062196,3 Cases and 1 Inner,"Place these in a vase and you will have an instant beautiful arrangement! Use them to decorate your ceremony or reception and keep them forever... You can also make your own bouquets, centerpieces, mix them with real flowers or fillers and nobody will be able to tell!",
"Artificial Rose Bud Bouquet 18"" - Ivory",25-0250IV,https://portofino.azureedge.net/25-0250IV.jpg,"12"" X 18""",24EA/INNER / 72EA/CASE,$5.95 EA,$5.50 EA,745721055310,0 Case and 2 Inners,"Get artificial wedding flowers like this adorable, faux rose spray in Ivory. These beautiful roses will add an elegant look to DIY bridal bouquets and home decor arrangements alike!",
Phalaenopsis Faux Orchid Spray - White,25-0295WH,https://portofino.azureedge.net/25-0295WH.jpg,"44""",6EA/INNER / 60EA/CASE,$5.50 EA,$4.95 EA,745721060475,1 Case and 5 Inners,"Get faux wedding flowers like this beautiful, artificial phalaenopsis orchid spray in turquoise. Gorgeous color and stunning height make this turquoise orchid spray the perfect focal point to add drama to your DIY tropical bouquets!",
Artificial Flower Bouquet,25-0403AQ,https://portofino.azureedge.net/25-0403AQ.jpg,"19""",12EA/INNER / 36EA/CASE,$5.25 EA,$4.75 EA,745910714967,Please contact us for availability.,,
Artificial Flower Bouquet,25-0403BH,https://portofino.azureedge.net/25-0403BH.jpg,"19""",12EA/INNER / 36EA/CASE,$5.25 EA,$4.75 EA,745910714998,5 Cases and 2 Inners,,
Artificial Flower Bouquet,25-0403FSPK,https://portofino.azureedge.net/25-0403FSPK.jpg,"19""",12EA/INNER / 36EA/CASE,$5.25 EA,$4.75 EA,745910714950,1 Case and 1 Inner,,
Artificial Flower Bouquet,25-0403PE,https://portofino.azureedge.net/25-0403PE.jpg,"19""",12EA/INNER / 36EA/CASE,$5.25 EA,$4.75 EA,745910714943,1 Case and 1 Inner,,
Artificial Flower Bouquet,25-0403PK,https://portofino.azureedge.net/25-0403PK.jpg,"19""",12EA/INNER / 36EA/CASE,$5.25 EA,$4.75 EA,745910714981,2 Cases and 2 Inners,,
Artificial Flower Bouquet,25-0403RD,https://portofino.azureedge.net/25-0403RD.jpg,"19""",12EA/INNER / 36EA/CASE,$5.25 EA,$4.75 EA,745910714974,3 Cases and 1 Inner,,
Artificial Flower Bouquet,25-0403WH,https://portofino.azureedge.net/25-0403WH.jpg,"19""",12EA/INNER / 36EA/CASE,$5.25 EA,$4.75 EA,745910714936,7 Cases and 2 Inners,,
"Artificial Hydrangea Bouquet 22½"" - Apple Green",25-0249AP,https://portofino.azureedge.net/25-0249AP.jpg,"22½"", 6 FLWR",24EA/INNER / 72EA/CASE,$4.95 EA,$4.50 EA,745910735825,3 Cases and 1 Inner,"Beautiful silk hydrangea bush in white measures 22.5 inches tall. A stunning centerpiece on its own or a great addition to wedding bouquets, these hydrangea blossoms offer fullness and fluffy texture to perfectly complement any flower and color on your special day!",
Artificial Mixed Flower Bouquet,25-0413WH,https://portofino.azureedge.net/25-0413WH.jpg,"8½"" x 11""",12EA/INNER / 36EA/CASE,$4.95 EA,$4.50 EA,745910715193,31 Cases and 1 Inner,,
"Artificial Hydrangea Bouquet 22½"" - Blush",25-0249BH,https://portofino.azureedge.net/25-0249BH.jpg,"22½"", 6 FLWR",24EA/INNER / 72EA/CASE,$4.95 EA,$4.50 EA,745910735788,2 Cases and 1 Inner,"Beautiful silk hydrangea bush in white measures 22.5 inches tall. A stunning centerpiece on its own or a great addition to wedding bouquets, these hydrangea blossoms offer fullness and fluffy texture to perfectly complement any flower and color on your special day!",
"Artificial Hydrangea Bouquet 22½"" - Champagne",25-0249CH,https://portofino.azureedge.net/25-0249CH.jpg,"22½"", 6 FLWR",24EA/INNER / 72EA/CASE,$4.95 EA,$4.50 EA,745910735801,8 Cases and 1 Inner,"Beautiful silk hydrangea bush in white measures 22.5 inches tall. A stunning centerpiece on its own or a great addition to wedding bouquets, these hydrangea blossoms offer fullness and fluffy texture to perfectly complement any flower and color on your special day!",
"Artificial Hydrangea Bouquet 22½"" - Fuchsia",25-0249FS,https://portofino.azureedge.net/25-0249FS.jpg,"22½"", 6 FLWR",24EA/INNER / 72EA/CASE,$4.95 EA,$4.50 EA,745721055266,4 Cases and 1 Inner,"Beautiful silk hydrangea bush in Fuchsia measures 22.5 inches tall. A stunning centerpiece on its own or a great addition to wedding bouquets, these hydrangea blossoms offer fullness and fluffy texture to perfectly complement any flower and color on your special day!",
"Artificial Hydrangea Bouquet 22½"" - Ivory",25-0249IV,https://portofino.azureedge.net/25-0249IV.jpg,"22½"", 6 FLWR",24EA/INNER / 72EA/CASE,$4.95 EA,$4.50 EA,745721055280,16 Cases and 0 Inner,"Beautiful silk hydrangea bush in Ivory measures 22.5 inches tall. A stunning centerpiece on its own or a great addition to wedding bouquets, these hydrangea blossoms offer fullness and fluffy texture to perfectly complement any flower and color on your special day!",
"Artificial Hydrangea Bouquet 22½"" - Ivory Pink",25-0249IVPK,https://portofino.azureedge.net/25-0249IVPK.jpg,"22½"", 6 FLWR",24EA/INNER / 72EA/CASE,$4.95 EA,$4.50 EA,745910735771,6 Cases and 1 Inner,"Beautiful silk hydrangea bush in white measures 22.5 inches tall. A stunning centerpiece on its own or a great addition to wedding bouquets, these hydrangea blossoms offer fullness and fluffy texture to perfectly complement any flower and color on your special day!",
"Artificial Hydrangea Bouquet 22½"" - Lavender",25-0249LA,https://portofino.azureedge.net/25-0249LA.jpg,"22½"", 6 FLWR",24EA/INNER / 72EA/CASE,$4.95 EA,$4.50 EA,745910735863,2 Cases and 0 Inner,"Beautiful silk hydrangea bush in white measures 22.5 inches tall. A stunning centerpiece on its own or a great addition to wedding bouquets, these hydrangea blossoms offer fullness and fluffy texture to perfectly complement any flower and color on your special day!",
"Artificial Hydrangea Bouquet 22½"" - Light Apple Green",25-0249LAP,https://portofino.azureedge.net/25-0249LAP.jpg,"22½"", 6 FLWR",24EA/INNER / 72EA/CASE,$4.95 EA,$4.50 EA,745910735832,4 Cases and 2 Inners,"Beautiful silk hydrangea bush in white measures 22.5 inches tall. A stunning centerpiece on its own or a great addition to wedding bouquets, these hydrangea blossoms offer fullness and fluffy texture to perfectly complement any flower and color on your special day!",
"Artificial Hydrangea Bouquet 22½"" - Light Blush",25-0249LBH,https://portofino.azureedge.net/25-0249LBH.jpg,"22½"", 6 FLWR",24EA/INNER / 72EA/CASE,$4.95 EA,$4.50 EA,745910735795,3 Cases and 2 Inners,"Beautiful silk hydrangea bush in white measures 22.5 inches tall. A stunning centerpiece on its own or a great addition to wedding bouquets, these hydrangea blossoms offer fullness and fluffy texture to perfectly complement any flower and color on your special day!",
"Artificial Hydrangea Bouquet 22½"" - Light Champagne",25-0249LCH,https://portofino.azureedge.net/25-0249LCH.jpg,"22½"", 6 FLWR",24EA/INNER / 72EA/CASE,$4.95 EA,$4.50 EA,745910735818,9 Cases and 2 Inners,"Beautiful silk hydrangea bush in white measures 22.5 inches tall. A stunning centerpiece on its own or a great addition to wedding bouquets, these hydrangea blossoms offer fullness and fluffy texture to perfectly complement any flower and color on your special day!",
"Artificial Hydrangea Bouquet 22½"" - Light Pink",25-0249LPK,https://portofino.azureedge.net/25-0249LPK.jpg,"22½"", 6 FLWR",24EA/INNER / 72EA/CASE,$4.95 EA,$4.50 EA,745910735764,8 Cases and 2 Inners,"Beautiful silk hydrangea bush in white measures 22.5 inches tall. A stunning centerpiece on its own or a great addition to wedding bouquets, these hydrangea blossoms offer fullness and fluffy texture to perfectly complement any flower and color on your special day!",
"Artificial Hydrangea Bouquet 22½"" - Pink",25-0249PK,https://portofino.azureedge.net/25-0249PK.jpg,"22½"", 6 FLWR",24EA/INNER / 72EA/CASE,$4.95 EA,$4.50 EA,745721055273,6 Cases and 1 Inner,"Beautiful silk hydrangea bush in blue measures 22.5 inches tall. A stunning centerpiece on its own or a great addition to wedding bouquets, these hydrangea blossoms offer fullness and fluffy texture to perfectly complement any flower and color on your special day!",
"Artificial Hydrangea Bouquet 22½"" - Purple",25-0249PU,https://portofino.azureedge.net/25-0249PU.jpg,"22½"", 6 FLWR",24EA/INNER / 72EA/CASE,$4.95 EA,$4.50 EA,745721055297,3 Cases and 1 Inner,"Beautiful silk hydrangea bush in Purple measures 22.5 inches tall. A stunning centerpiece on its own or a great addition to wedding bouquets, these hydrangea blossoms offer fullness and fluffy texture to perfectly complement any flower and color on your special day!",
"Artificial Hydrangea Bouquet 22½"" - Turquoise",25-0249TQ,https://portofino.azureedge.net/25-0249TQ.jpg,"22½"", 6 FLWR",24EA/INNER / 72EA/CASE,$4.95 EA,$4.50 EA,745910735870,2 Cases and 1 Inner,"Beautiful silk hydrangea bush in white measures 22.5 inches tall. A stunning centerpiece on its own or a great addition to wedding bouquets, these hydrangea blossoms offer fullness and fluffy texture to perfectly complement any flower and color on your special day!",
"Artificial Hydrangea Bouquet 22½"" - White",25-0249WH,https://portofino.azureedge.net/25-0249WH.jpg,"22½"", 6 FLWR",24EA/INNER / 72EA/CASE,$4.95 EA,$4.50 EA,745721057734,1 Case and 2 Inners,"Beautiful silk hydrangea bush in white measures 22.5 inches tall. A stunning centerpiece on its own or a great addition to wedding bouquets, these hydrangea blossoms offer fullness and fluffy texture to perfectly complement any flower and color on your special day!",
Artificial Rose & Hydrangea Bouquet - Ivory/Pink,25-0431IVPK,https://portofino.azureedge.net/25-0431IVPK.jpg,"17""",12EA/INNER / 96EA/CASE,$4.95 EA,$4.50 EA,745910717326,4 Cases and 1 Inner,,
Artificial Rose & Hydrangea Bouquet - White,25-0431WH,https://portofino.azureedge.net/25-0431WH.jpg,"17""",12EA/INNER / 96EA/CASE,$4.95 EA,$4.50 EA,745910717333,9 Cases and 7 Inners,,
Artificial Rose & Hydrangea Bouquet - White/Green,25-0431WHGR,https://portofino.azureedge.net/25-0431WHGR.jpg,"17""",12EA/INNER / 96EA/CASE,$4.95 EA,$4.50 EA,745910717340,9 Cases and 3 Inners,,
Artificial Rose and Lily Branch - Pink,25-0340PK,https://portofino.azureedge.net/25-0340PK.jpg,"10½"" x 15""",24EA/INNER / 72EA/CASE,$4.95 EA,$4.50 EA,745910701783,Please contact us for availability.,WARNING: CHOKING HAZARD item contains small parts. Not for children under 3 years,
Artificial Flower - Red,25-0453RD,https://portofino.azureedge.net/25-0453RD.jpg,"17""",12EA/INNER / 72EA/CASE,$4.95 EA,$4.50 EA,745910718354,3 Cases and 1 Inner,,
Artificial Flower - White,25-0453WH,https://portofino.azureedge.net/25-0453WH.jpg,"17""",12EA/INNER / 72EA/CASE,$4.95 EA,$4.50 EA,745910717869,0 Case and 1 Inner,,
Artificial Rose and Lily Branch - White,25-0340WH,https://portofino.azureedge.net/25-0340WH.jpg,"10½"" x 15""",24EA/INNER / 72EA/CASE,$4.95 EA,$4.50 EA,745910701776,Please contact us for availability.,WARNING: CHOKING HAZARD item contains small parts. Not for children under 3 years,
"Artificial Miniature Calla Lilies 15"" - White",25-0347WH,https://portofino.azureedge.net/25-0347WH.jpg,"3"" x 15""",12DZ/INNER / 72DZ/CASE,$4.95 EA,$4.50 EA,745910702049,4 Cases and 1 Inner,WARNING: CHOKING HAZARD item contains small parts. Not for children under 3 years,
